TimeMeasure,Potency,Voltage,Charge,Temperature,Misc01
2020-01-11 22:56:56.0,44.0,130.0,341.0,22.0,52.0
2020-01-11 22:56:58.0,29.0,130.0,228.0,22.0,52.0
2020-01-11 22:56:59.0,27.0,129.0,208.0,22.0,52.0
2020-01-11 22:57:01.0,28.0,129.0,218.0,22.0,52.0
2020-01-11 22:57:03.0,30.0,130.0,232.0,22.0,52.0
2020-01-11 22:57:05.0,34.0,130.0,261.0,22.0,52.0
2020-01-11 22:57:06.0,39.0,128.0,308.0,22.0,52.0
2020-01-11 22:57:08.0,42.0,126.0,334.0,22.0,52.0
2020-01-11 22:57:10.0,34.0,127.0,271.0,22.0,52.0
2020-01-11 22:57:11.0,30.0,128.0,235.0,22.0,52.0
2020-01-11 22:57:13.0,32.0,130.0,245.0,22.0,52.0
2020-01-11 22:57:16.0,31.0,126.0,248.0,22.0,52.0
2020-01-11 22:57:17.0,28.0,130.0,215.0,22.0,52.0
2020-01-11 22:57:19.0,43.0,129.0,334.0,22.0,52.0
2020-01-11 22:57:21.0,29.0,129.0,228.0,22.0,52.0
2020-01-11 22:57:22.0,31.0,129.0,245.0,22.0,52.0
2020-01-11 22:57:24.0,37.0,129.0,291.0,22.0,52.0
2020-01-11 22:57:26.0,34.0,129.0,265.0,22.0,52.0
2020-01-11 22:57:28.0,39.0,129.0,301.0,22.0,52.0
2020-01-11 22:57:29.0,25.0,129.0,198.0,22.0,52.0
2020-01-11 22:57:31.0,22.0,130.0,169.0,22.0,52.0
2020-01-11 22:57:33.0,20.0,130.0,155.0,22.0,52.0
2020-01-11 22:57:34.0,0.0,128.0,0.0,22.0,52.0
2020-01-11 22:57:36.0,0.0,130.0,0.0,22.0,52.0
2020-01-11 22:57:38.0,0.0,130.0,0.0,22.0,52.0
2020-01-11 22:57:40.0,700.0,125.0,5576.0,22.0,52.0
2020-01-11 22:57:41.0,689.0,125.0,5516.0,22.0,52.0
